"Carritos",,,"Panal",,,"1_cp",,,"2_ca",,,"3_pa",,,"hexagonal",,,"Panal",,,"lluvia",,
"Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento"
"seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm"
"1.01","121.0213","0.15875","1.01","47.06383","0.1587083","1.01","145.5784","0.15875","1.01","64.7068","0.1587187","1.01","71.19179","0.1587083","1.01","2.622604","0.1587396","1.01","3.099442","0.1587187","1.01","2.717972","0.1587396"
"1.02","123.2147","0.1603854","1.02","46.87309","0.1603646","1.02","151.1097","0.1604167","1.02","67.71088","0.1604062","1.02","71.71631","0.1604062","1.02","2.717972","0.1603854","1.02","3.099442","0.160375","1.02","2.765656","0.1604167"
"1.03","123.1194","0.1620417","1.03","48.39897","0.1620521","1.03","150.2991","0.1620521","1.03","70.42885","0.1620833","1.03","74.3866","0.1620937","1.03","2.765656","0.1620417","1.03","3.194809","0.1620625","1.03","2.813339","0.1620625"
"1.04","123.5008","0.1637292","1.04","50.59242","0.1637396","1.04","149.6792","0.1636979","1.04","71.43021","0.1637396","1.04","75.05417","0.1637708","1.04","2.861023","0.1637292","1.04","3.290176","0.16375","1.04","2.861023","0.1637083"
"1.05","122.2134","0.1654167","1.05","50.54474","0.1654271","1.05","149.3454","0.165375","1.05","74.19586","0.1653854","1.05","75.53101","0.1654271","1.05","3.004074","0.1654167","1.05","3.33786","0.1654167","1.05","2.95639","0.165375"
"1.06","124.979","0.1670833","1.06","50.16327","0.1670833","1.06","150.2037","0.1670625","1.06","72.38388","0.1670417","1.06","76.77078","0.1670625","1.06","3.051758","0.1670938","1.06","3.433228","0.1670625","1.06","2.95639","0.1670625"
"1.07","127.3155","0.1687396","1.07","52.49977","0.1687292","1.07","155.9258","0.1687292","1.07","71.62094","0.1687083","1.07","75.00648","0.1687188","1.07","3.147125","0.1687604","1.07","3.528595","0.1687083","1.07","3.051758","0.1687604"
"1.08","128.746","0.1703854","1.08","53.02429","0.170375","1.08","156.4026","0.1703958","1.08","70.14275","0.1704063","1.08","77.58141","0.1703958","1.08","3.242493","0.1703958","1.08","3.623962","0.170375","1.08","3.051758","0.1704271"
"1.09","129.0321","0.1720417","1.09","54.83627","0.1720313","1.09","157.4516","0.1720417","1.09","72.86072","0.1720937","1.09","77.67677","0.1720833","1.09","13.87596","0.1720417","1.09","3.71933","0.1720625","1.09","3.147125","0.1720833"
"1.1","126.8864","0.1737292","1.1","56.79131","0.1737188","1.1","159.5497","0.1736979","1.1","76.29395","0.1737604","1.1","78.10593","0.17375","1.1","18.11981","0.1737188","1.1","3.814697","0.1737604","1.1","3.194809","0.1737188"
"1.11","128.9845","0.1754167","1.11","56.74362","0.1753958","1.11","162.9829","0.175375","1.11","75.19722","0.1754062","1.11","79.44107","0.1754062","1.11","18.7397","0.1754062","1.11","3.910065","0.1754271","1.11","3.290176","0.175375"
"1.12","133.4667","0.1770937","1.12","57.41119","0.1770625","1.12","162.9829","0.1770729","1.12","76.96152","0.1770521","1.12","80.20401","0.1770521","1.12","19.59801","0.1770833","1.12","4.005432","0.1770937","1.12","3.33786","0.1770625"
"1.13","135.6125","0.1787604","1.13","57.02972","0.1787187","1.13","165.8916","0.17875","1.13","79.63181","0.1787187","1.13","83.20808","0.1787083","1.13","19.50264","0.17875","1.13","4.053116","0.1787292","1.13","3.385544","0.17875"
"1.14","133.0376","0.1803958","1.14","57.50656","0.1803646","1.14","166.75","0.1804167","1.14","80.8239","0.1803958","1.14","82.82661","0.1803854","1.14","19.3119","0.1803958","1.14","4.148483","0.180375","1.14","3.480911","0.1804167"
"1.15","133.7528","0.1820417","1.15","60.12917","0.1820312","1.15","169.5633","0.1820625","1.15","81.30074","0.1820833","1.15","82.73125","0.1820833","1.15","20.55168","0.1820417","1.15","4.243851","0.1820521","1.15","3.528595","0.1820833"
"1.16","135.994","0.1837083","1.16","63.08556","0.1837187","1.16","171.2799","0.1837083","1.16","80.87158","0.18375","1.16","82.20673","0.1837604","1.16","18.7397","0.1837187","1.16","4.339218","0.1837292","1.16","3.623962","0.1837187"
"1.17","138.2351","0.1853958","1.17","61.55968","0.1854063","1.17","171.1845","0.1853646","1.17","80.77621","0.1854063","1.17","83.87566","0.1854271","1.17","17.92908","0.1854167","1.17","4.386902","0.1854063","1.17","3.623962","0.185375"
"1.18","137.8059","0.1870729","1.18","64.03923","0.1870833","1.18","173.4257","0.1870521","1.18","79.44107","0.1870521","1.18","85.35385","0.1870729","1.18","22.02988","0.1870937","1.18","4.482269","0.1870729","1.18","3.71933","0.1870521"
"1.19","139.4749","0.1887396","1.19","65.94658","0.1887396","1.19","177.6695","0.1887396","1.19","82.34978","0.1887083","1.19","86.87973","0.1887188","1.19","22.07756","0.1887604","1.19","4.577637","0.1887188","1.19","3.71933","0.1887396"
"1.2","140.5239","0.1903854","1.2","65.13596","0.190375","1.2","179.1954","0.1904062","1.2","84.68628","0.1903958","1.2","85.68764","0.190375","1.2","22.69745","0.1904167","1.2","4.673004","0.190375","1.2","3.862381","0.1904271"
"1.21","141.0007","0.1920417","1.21","64.94522","0.1920312","1.21","179.5292","0.1920521","1.21","85.54459","0.1920937","1.21","87.88109","0.1920625","1.21","22.60208","0.1920521","1.21","4.816055","0.1920417","1.21","3.862381","0.1920937"
"1.22","142.622","0.1936979","1.22","64.65912","0.1937187","1.22","183.0578","0.1936979","1.22","88.69171","0.1937604","1.22","89.0255","0.1937396","1.22","23.36502","0.1937083","1.22","4.863739","0.1937396","1.22","3.957748","0.1937292"
"1.23","145.0062","0.1953958","1.23","65.85121","0.1953958","1.23","183.63","0.1953646","1.23","89.64539","0.1954167","1.23","88.54866","0.1954062","1.23","27.60887","0.1953958","1.23","4.959106","0.1954271","1.23","4.053116","0.195375"
"1.24","147.0089","0.1970833","1.24","68.85529","0.1970729","1.24","185.7281","0.1970625","1.24","87.21352","0.1970625","1.24","88.93013","0.1970625","1.24","27.99034","0.1970729","1.24","5.054474","0.1970938","1.24","4.1008","0.1970417"
"1.25","148.0579","0.1987604","1.25","71.62094","0.1987292","1.25","186.0142","0.19875","1.25","88.35793","0.1987083","1.25","90.55138","0.1987083","1.25","24.22333","0.1987396","1.25","5.149841","0.1987396","1.25","4.196167","0.1987396"
"1.26","145.8645","0.2004063","1.26","71.38252","0.200375","1.26","186.9678","0.2004167","1.26","90.07454","0.2003854","1.26","91.31432","0.2003646","1.26","22.22061","0.2004063","1.26","5.197525","0.2003854","1.26","4.243851","0.2004167"
"1.27","146.8658","0.2020521","1.27","70.47653","0.2020313","1.27","191.2594","0.2020729","1.27","91.45737","0.2020729","1.27","92.41104","0.2020625","1.27","25.32005","0.2020417","1.27","5.292892","0.2020417","1.27","4.291534","0.2020833"
"1.28","150.6805","0.2037083","1.28","68.99834","0.2037083","1.28","191.5455","0.2037188","1.28","92.26799","0.20375","1.28","91.362","0.20375","1.28","27.41814","0.2036979","1.28","5.38826","0.2037292","1.28","4.434586","0.2037292"
"1.29","152.1587","0.2053958","1.29","72.28851","0.2054062","1.29","193.5482","0.2053646","1.29","95.7489","0.2054062","1.29","93.22166","0.2054271","1.29","26.89362","0.2053854","1.29","5.483627","0.2054167","1.29","4.482269","0.205375"
"1.3","150.4898","0.2070833","1.3","73.38524","0.2070833","1.3","195.1218","0.2070521","1.3","97.2271","0.2070521","1.3","94.93828","0.2070833","1.3","28.9917","0.2070833","1.3","5.626678","0.2070833","1.3","4.577637","0.2070417"
"1.31","150.9666","0.20875","1.31","76.10321","0.20875","1.31","198.698","0.2087396","1.31","97.13173","0.2087083","1.31","94.22302","0.2087292","1.31","29.70695","0.2087604","1.31","5.674362","0.2087292","1.31","4.673004","0.2087396"
"1.32","152.6356","0.2104062","1.32","77.58141","0.2103958","1.32","201.7021","0.2104062","1.32","95.36743","0.210375","1.32","95.4628","0.210375","1.32","32.09114","0.2104271","1.32","5.76973","0.210375","1.32","4.768372","0.2104271"
"1.33","154.7813","0.2120521","1.33","77.62909","0.2120417","1.33","201.8929","0.2120729","1.33","96.75026","0.2120729","1.33","94.46144","0.2120625","1.33","30.756","0.2120625","1.33","5.865097","0.2120312","1.33","4.911423","0.2121042"
"1.34","154.1615","0.2137083","1.34","77.10457","0.2137083","1.34","204.4678","0.2137187","1.34","100.2312","0.2137604","1.34","96.94099","0.2137396","1.34","30.04074","0.2137083","1.34","5.960464","0.2137187","1.34","4.959106","0.21375"
"1.35","153.9707","0.2153958","1.35","77.34299","0.2153958","1.35","205.2307","0.2153646","1.35","102.8538","0.2154271","1.35","98.22845","0.2154167","1.35","30.37453","0.2153854","1.35","6.008148","0.2154167","1.35","5.00679","0.2153958"
"1.36","156.4026","0.2170938","1.36","78.20129","0.2170729","1.36","204.8969","0.2170417","1.36","101.9478","0.2170729","1.36","99.37286","0.2170729","1.36","31.28052","0.2170729","1.36","6.103516","0.2170938","1.36","5.102158","0.2170417"
"1.37","159.4067","0.2187708","1.37","76.00784","0.2187396","1.37","205.9937","0.2187396","1.37","104.0936","0.2187188","1.37","101.7094","0.2187188","1.37","31.18515","0.21875","1.37","6.198883","0.21875","1.37","5.245209","0.2187188"
"1.38","158.8821","0.2204375","1.38","78.15361","0.2203958","1.38","208.807","0.2204167","1.38","105.4764","0.220375","1.38","103.9028","0.220375","1.38","32.04346","0.2204167","1.38","6.246567","0.2203958","1.38","5.292892","0.2204062"
"1.39","159.1682","0.2220729","1.39","83.25577","0.2220417","1.39","213.2893","0.2220833","1.39","104.9519","0.2220625","1.39","103.569","0.2220625","1.39","31.0421","0.2220625","1.39","6.29425","0.2220417","1.39","5.38826","0.2220729"
"1.4","161.6478","0.2237187","1.4","84.54323","0.2237083","1.4","215.8642","0.2237292","1.4","104.5704","0.22375","1.4","104.2366","0.22375","1.4","32.32956","0.2237083","1.4","6.437302","0.2237187","1.4","5.483627","0.2237396"
"1.41","161.6955","0.2253854","1.41","85.30617","0.2253958","1.41","215.6734","0.225375","1.41","105.8102","0.2254167","1.41","103.1876","0.2254271","1.41","35.38132","0.225375","1.41","6.484985","0.2254062","1.41","5.578995","0.2253854"
"1.42","161.0279","0.2270625","1.42","84.49554","0.2270937","1.42","216.7225","0.2270417","1.42","107.9082","0.2270625","1.42","103.7121","0.2270937","1.42","34.57069","0.2270729","1.42","6.532669","0.2270833","1.42","5.626678","0.2270417"
"1.43","162.7445","0.2287396","1.43","87.30888","0.2287604","1.43","220.6326","0.2287187","1.43","105.5241","0.2287083","1.43","102.9968","0.2287396","1.43","36.33499","0.2287604","1.43","6.628036","0.2287396","1.43","5.722046","0.2287187"
"1.44","164.1273","0.2304167","1.44","90.69443","0.2304063","1.44","223.0167","0.2303958","1.44","106.2393","0.230375","1.44","107.7652","0.230375","1.44","37.00256","0.2304271","1.44","6.771088","0.2303854","1.44","5.817413","0.2304063"
"1.45","165.7009","0.2320625","1.45","90.21759","0.2320521","1.45","226.8314","0.2320625","1.45","108.3851","0.2320625","1.45","109.1003","0.2320417","1.45","36.85951","0.2320729","1.45","6.818771","0.2320417","1.45","5.912781","0.2320938"
"1.46","166.75","0.2337083","1.46","89.26392","0.2336979","1.46","229.454","0.2337188","1.46","110.9123","0.23375","1.46","109.5295","0.2337292","1.46","37.4794","0.2337188","1.46","6.914139","0.2337083","1.46","5.960464","0.2337604"
"1.47","165.3671","0.235375","1.47","87.69035","0.235375","1.47","230.1216","0.2353646","1.47","114.6317","0.2354271","1.47","110.2924","0.2354062","1.47","38.38539","0.235375","1.47","7.009506","0.2354062","1.47","6.055832","0.2353958"
"1.48","164.6996","0.2370729","1.48","89.45465","0.2370625","1.48","229.2156","0.2370208","1.48","110.3878","0.2370833","1.48","111.1507","0.2370729","1.48","37.38403","0.2370625","1.48","7.104874","0.2370937","1.48","6.151199","0.2370417"
"1.49","165.7486","0.2387604","1.49","92.84019","0.2387292","1.49","230.5984","0.2387187","1.49","112.3428","0.2387187","1.49","112.1044","0.2387292","1.49","37.71782","0.2387396","1.49","7.152557","0.2387604","1.49","6.246567","0.2387083"
"1.5","166.0347","0.2404271","1.5","91.9342","0.2403958","1.5","232.4581","0.2404167","1.5","113.2965","0.240375","1.5","112.9627","0.240375","1.5","37.05025","0.2404167","1.5","7.200241","0.2404062","1.5","6.341934","0.2403958"
"1.51","165.5102","0.2420729","1.51","92.50641","0.2420417","1.51","235.033","0.2420833","1.51","115.1562","0.2420521","1.51","114.3456","0.2420417","1.51","37.81319","0.2420729","1.51","7.343292","0.2420521","1.51","6.437302","0.2420729"
"1.52","169.754","0.2437187","1.52","94.98596","0.2436875","1.52","234.2701","0.2437396","1.52","117.0158","0.2437396","1.52","113.2011","0.2437292","1.52","38.14697","0.2437083","1.52","7.390976","0.2437083","1.52","6.532669","0.2437396"
"1.53","171.4706","0.245375","1.53","94.89059","0.245375","1.53","236.8927","0.245375","1.53","118.0172","0.2454167","1.53","115.1085","0.2454271","1.53","37.81319","0.245375","1.53","7.486343","0.2453958","1.53","6.628036","0.2453958"
"1.54","171.8521","0.2470625","1.54","96.94099","0.2470729","1.54","241.0889","0.2470312","1.54","119.3523","0.2470729","1.54","117.3019","0.2470938","1.54","38.71918","0.2470625","1.54","7.581711","0.2470729","1.54","6.723404","0.2470312"
"1.55","171.3276","0.24875","1.55","95.98732","0.24875","1.55","242.9485","0.2487083","1.55","119.3047","0.2487188","1.55","116.7297","0.24875","1.55","40.86494","0.2487604","1.55","7.677078","0.2487396","1.55","6.818771","0.2486979"
"1.56","174.284","0.2504167","1.56","96.27342","0.2504167","1.56","245.1897","0.2503958","1.56","120.8782","0.250375","1.56","114.1548","0.2503958","1.56","40.43579","0.2504271","1.56","7.724762","0.2503958","1.56","6.914139","0.2503958"
"1.57","173.4734","0.2520729","1.57","99.61128","0.2520625","1.57","246.6679","0.2520729","1.57","123.3101","0.2520521","1.57","114.4409","0.2520521","1.57","40.38811","0.2520938","1.57","7.820129","0.2520417","1.57","6.961823","0.2520833"
"1.58","171.2322","0.2537187","1.58","102.6154","0.2537083","1.58","248.003","0.2537292","1.58","124.073","0.25375","1.58","117.7311","0.2537292","1.58","42.00935","0.2537292","1.58","7.915497","0.2536979","1.58","7.104874","0.2537604"
"1.59","170.7077","0.255375","1.59","102.1862","0.255375","1.59","250.2918","0.255375","1.59","124.7406","0.2554271","1.59","119.8292","0.2554167","1.59","40.53116","0.255375","1.59","8.010864","0.2553958","1.59","7.200241","0.2554063"
"1.6","173.8071","0.2570521","1.6","103.0922","0.2570625","1.6","252.0561","0.2570313","1.6","125.2651","0.2570938","1.6","118.7325","0.2570833","1.6","42.10472","0.2570417","1.6","8.058548","0.2570833","1.6","7.295609","0.2570521"
"1.61","174.5224","0.25875","1.61","103.569","0.2587396","1.61","256.1569","0.2587083","1.61","126.0757","0.2587396","1.61","120.1153","0.25875","1.61","43.58292","0.2587292","1.61","8.153915","0.2587604","1.61","7.43866","0.2587083"
"1.62","173.8548","0.2604271","1.62","104.2843","0.2604063","1.62","255.5847","0.2604063","1.62","129.0321","0.2603854","1.62","124.3591","0.2603854","1.62","43.82133","0.2604063","1.62","8.249283","0.2604167","1.62","7.534027","0.2603854"
"1.63","175.2377","0.2620938","1.63","102.3769","0.2620521","1.63","256.6338","0.2620833","1.63","127.697","0.2620417","1.63","121.9749","0.2620417","1.63","43.53523","0.2620729","1.63","8.296967","0.2620521","1.63","7.629395","0.2620729"
"1.64","176.9066","0.2637396","1.64","103.2352","0.2636979","1.64","258.5888","0.26375","1.64","130.2242","0.2637188","1.64","123.3578","0.2637188","1.64","45.77637","0.2637188","1.64","8.34465","0.2637083","1.64","7.724762","0.26375"
"1.65","173.521","0.2653854","1.65","104.0936","0.2653646","1.65","260.0193","0.2653958","1.65","131.1302","0.2654063","1.65","122.8809","0.2654167","1.65","43.96439","0.265375","1.65","8.487701","0.2653854","1.65","7.772446","0.2654063"
"1.66","173.1396","0.2670521","1.66","105.8102","0.2670521","1.66","261.9266","0.2670417","1.66","131.6071","0.2670729","1.66","125.0267","0.2670937","1.66","43.3445","0.2670417","1.66","8.535385","0.2670729","1.66","7.915497","0.2670521"
"1.67","173.7118","0.2687396","1.67","109.911","0.26875","1.67","263.5002","0.2687083","1.67","131.5594","0.2687292","1.67","125.4082","0.2687604","1.67","45.1088","0.2687396","1.67","8.630753","0.26875","1.67","8.010864","0.2687083"
"1.68","172.9965","0.2704167","1.68","111.0554","0.2704167","1.68","267.0288","0.2703958","1.68","131.6071","0.270375","1.68","128.5553","0.2704062","1.68","45.72868","0.2704271","1.68","8.72612","0.2704062","1.68","8.106232","0.2703854"
"1.69","173.521","0.2720833","1.69","109.5772","0.2720729","1.69","269.9375","0.2720729","1.69","133.9912","0.2720312","1.69","131.1302","0.2720521","1.69","46.49162","0.2720937","1.69","8.821487","0.2720521","1.69","8.249283","0.2720833"
"1.7","174.0456","0.2737292","1.7","108.6235","0.2737187","1.7","269.5084","0.2737396","1.7","136.3754","0.2737187","1.7","127.6493","0.2737083","1.7","46.63467","0.2737396","1.7","8.964539","0.2737083","1.7","8.34465","0.2737604"
"1.71","175.3807","0.2753854","1.71","112.5336","0.275375","1.71","273.4661","0.2753854","1.71","139.0457","0.2754167","1.71","127.84","0.2753958","1.71","46.96846","0.2753854","1.71","9.012222","0.275375","1.71","8.440018","0.2754271"
"1.72","176.4774","0.2770417","1.72","117.5404","0.2770521","1.72","275.9457","0.2770312","1.72","137.2814","0.2770937","1.72","130.6534","0.2770833","1.72","45.9671","0.2770417","1.72","9.059906","0.2770729","1.72","8.583069","0.2770729"
"1.73","179.1477","0.27875","1.73","116.0145","0.2787396","1.73","276.6609","0.2786979","1.73","139.2841","0.27875","1.73","131.7501","0.27875","1.73","46.01479","0.2787292","1.73","9.155273","0.2787604","1.73","8.678436","0.2787083"
"1.74","178.3848","0.2804271","1.74","115.5376","0.2804062","1.74","279.2835","0.2803958","1.74","139.9994","0.2803854","1.74","130.8918","0.2803958","1.74","47.87445","0.2804062","1.74","9.298325","0.2804271","1.74","8.773804","0.280375"
"1.75","178.2417","0.2821042","1.75","117.3019","0.2820625","1.75","281.4293","0.2820833","1.75","141.2868","0.2820417","1.75","131.5594","0.2820417","1.75","48.25592","0.2820833","1.75","9.346008","0.2820729","1.75","8.916855","0.2820625"
"1.76","179.3385","0.28375","1.76","120.163","0.2837083","1.76","284.0996","0.2837604","1.76","142.2405","0.2837187","1.76","132.7515","0.2837083","1.76","48.44666","0.2837396","1.76","9.441376","0.2837187","1.76","9.012222","0.2837396"
"1.77","178.2417","0.2853854","1.77","120.5921","0.2853646","1.77","287.4374","0.2854167","1.77","143.8141","0.2854063","1.77","134.4681","0.2853958","1.77","48.06519","0.2853854","1.77","9.536743","0.285375","1.77","9.155273","0.2854063"
"1.78","177.1927","0.2870417","1.78","120.1153","0.2870417","1.78","288.248","0.2870521","1.78","144.9108","0.2870833","1.78","137.2814","0.2870938","1.78","50.97389","0.2870417","1.78","9.632111","0.2870625","1.78","9.250641","0.2870625"
"1.79","177.9556","0.2887188","1.79","122.1657","0.2887396","1.79","289.9647","0.2887083","1.79","144.2432","0.2887396","1.79","137.0907","0.2887604","1.79","50.78316","0.2887292","1.79","9.727478","0.28875","1.79","9.346008","0.2887083"
"1.8","178.6232","0.2903958","1.8","124.4068","0.2904167","1.8","291.4429","0.290375","1.8","145.7214","0.2903854","1.8","134.5634","0.2904271","1.8","50.78316","0.2904167","1.8","9.870529","0.2904167","1.8","9.489059","0.2903646"
"1.81","180.4352","0.2920729","1.81","125.0267","0.2920833","1.81","293.7317","0.2920625","1.81","145.1492","0.2920417","1.81","138.2351","0.2920625","1.81","54.40712","0.2920938","1.81","9.918213","0.2920625","1.81","9.632111","0.2920625"
"1.82","181.8657","0.2937292","1.82","125.7896","0.2937292","1.82","292.6349","0.2937396","1.82","143.3849","0.2937083","1.82","140.4762","0.2937188","1.82","53.78723","0.2937604","1.82","10.01358","0.2937188","1.82","9.727478","0.29375"
"1.83","181.8657","0.295375","1.83","127.0294","0.2953646","1.83","295.1145","0.2954063","1.83","144.1002","0.2954063","1.83","139.6179","0.2953854","1.83","54.02565","0.2953958","1.83","10.15663","0.295375","1.83","9.870529","0.2954271"
"1.84","181.7226","0.2970313","1.84","127.697","0.2970313","1.84","298.1186","0.2970417","1.84","148.2487","0.2970937","1.84","141.3822","0.2970729","1.84","54.64554","0.2970521","1.84","10.20432","0.2970625","1.84","10.01358","0.2970729"
